ID,mean,std,median
1993,0.24,0.02,0.24
1994,0.88,,0.88
1995,,,
1999,0.26,0.03,0.26
2002,0.78,,0.78
2006,0.45,0.0,0.45
2009,0.66,0.0,0.66
2010,0.4,0.04,0.41
2014,0.27,0.03,0.28
2020,0.79,0.0,0.79
2021,0.3,0.03,0.3
2024,0.44,0.09,0.39
2026,0.76,0.05,0.75
2027,0.26,0.05,0.26
2029,,,
2034,0.33,,0.33
2035,0.24,0.02,0.23
2037,0.26,0.05,0.23
2038,0.9,,0.9
2040,0.7,,0.7
2042,0.58,0.31,0.58
2044,0.31,0.04,0.3
2045,0.64,0.04,0.66
2048,0.76,0.05,0.76
2051,0.14,,0.14
2052,0.3,0.08,0.32
2053,0.41,0.03,0.41
2054,0.26,0.01,0.26
2055,1.0,0.0,1.0
2056,0.81,0.02,0.82
2057,0.89,,0.89
2058,0.64,0.04,0.64
2059,0.26,0.05,0.28
2061,0.28,0.05,0.28
2062,0.29,0.21,0.33
2063,0.6,0.01,0.6
2064,0.31,0.28,0.31
2065,0.54,,0.54
2066,0.35,,0.35
2069,0.36,0.04,0.38
2070,0.64,0.09,0.64
2071,0.35,,0.35
2074,0.18,0.16,0.26
2075,0.23,,0.23
2076,0.55,0.11,0.55
2077,0.48,0.06,0.48
2078,0.64,0.32,0.59
2079,0.76,0.01,0.76
2083,,,
2087,,,
2089,0.28,,0.28
2090,0.39,0.04,0.38
2093,0.36,0.02,0.36
2094,0.32,0.04,0.34
2095,0.07,0.03,0.07
2096,0.96,0.01,0.96
2098,0.12,0.05,0.11
2099,0.28,,0.28
2100,0.27,,0.27
2101,0.68,0.09,0.7
2103,0.53,0.04,0.53
2105,0.37,,0.37
2107,0.35,0.05,0.37
2108,0.54,0.03,0.56
2109,0.26,,0.26
2110,0.73,,0.73
2111,0.27,0.06,0.28
2113,1.0,0.0,1.0
2115,0.26,0.05,0.26
2116,0.24,0.08,0.23
2121,0.62,0.03,0.63
2123,0.35,0.03,0.36
2125,0.82,0.06,0.84
2128,0.79,,0.79
2129,,,
2130,0.11,,0.11
2131,0.18,0.0,0.18
2132,0.03,,0.03
2133,,,
2134,0.5,0.03,0.51
2138,0.68,0.43,0.68
2140,0.33,,0.33
2141,0.26,0.01,0.26
2143,0.29,,0.29
2147,0.18,,0.18
2148,0.13,0.06,0.13
2149,0.28,,0.28
2150,0.44,0.15,0.38
2151,0.6,0.08,0.6
2152,0.32,0.01,0.32
2153,0.69,0.04,0.7
2154,0.51,,0.51
2156,0.15,,0.15
2157,0.6,0.01,0.6
2159,0.33,0.06,0.33
2161,0.26,0.04,0.28
2162,0.24,0.03,0.25
2163,0.41,0.06,0.41
2165,0.11,,0.11
2166,1.0,,1.0
2168,0.31,,0.31
2169,0.44,,0.44
2170,0.6,,0.6
2171,0.62,0.01,0.62
2176,0.23,0.08,0.23
2178,0.85,,0.85
2179,0.83,0.17,0.83
2180,0.21,0.03,0.2
2181,0.92,0.04,0.92
2182,0.51,0.06,0.49
2183,,,
2184,,,
2186,0.53,,0.53
2188,0.45,,0.45
2193,0.88,0.04,0.88
2194,0.53,,0.53
2195,0.96,,0.96
2196,0.25,0.08,0.24
2198,0.19,0.06,0.2
2201,0.03,,0.03
2205,0.38,0.0,0.38
2206,0.42,0.01,0.42
2207,0.43,0.27,0.43
2208,,,
2209,0.51,0.07,0.54
2211,0.57,,0.57
2215,0.64,,0.64
2216,0.19,0.01,0.19
2217,0.54,0.04,0.54
2218,0.38,0.02,0.38
2220,0.9,0.03,0.91
2221,0.2,0.05,0.2
2222,0.37,0.14,0.42
2223,0.23,0.05,0.23
2224,0.61,,0.61
2226,0.61,0.06,0.62
2228,1.0,0.0,1.0
2231,0.44,,0.44
2233,0.76,0.04,0.76
2234,,,
2235,0.87,,0.87
2236,0.5,,0.5
2237,0.89,0.03,0.89
2239,0.62,,0.62
2240,0.72,0.02,0.73
2245,0.22,,0.22
2246,0.58,0.03,0.57
2247,0.41,,0.41
2248,0.47,,0.47
2250,,,
2252,0.28,0.01,0.28
2256,0.0,,0.0
2258,0.53,0.03,0.53
2259,0.61,0.11,0.61
2261,0.41,0.1,0.41
2262,0.39,,0.39
2263,0.57,0.01,0.57
2268,0.79,,0.79
2274,,,
2276,,,
2277,0.76,0.05,0.77
2278,,,
2279,0.21,0.18,0.21
2281,0.24,0.03,0.23
2283,0.99,0.01,0.99
2284,0.3,0.01,0.3
2285,0.9,,0.9
2286,0.68,0.02,0.68
2287,0.29,0.2,0.27
2289,1.0,0.01,1.0
2290,0.32,0.04,0.32
2291,0.08,0.05,0.08
2292,0.18,0.02,0.18
2293,0.15,,0.15
2294,0.39,,0.39
2297,0.93,0.04,0.93
2299,0.84,0.01,0.84
2300,0.35,0.06,0.34
2303,0.1,,0.1
2306,0.23,0.04,0.24
2307,0.38,,0.38
2309,0.37,0.02,0.37
2310,0.54,0.08,0.55
2311,0.64,0.03,0.64
2316,,,
2317,0.92,,0.92
2318,0.46,0.03,0.45
2320,0.46,0.01,0.46
2321,,,
2322,0.36,0.21,0.36
2324,0.46,0.02,0.46
2326,0.92,0.05,0.92
2327,0.32,0.06,0.32
2328,0.19,,0.19
2329,0.56,0.05,0.58
2332,0.03,0.04,0.03
2334,0.3,,0.3
2335,0.54,0.1,0.5
2336,1.0,0.0,1.0
2338,0.08,0.02,0.08
2342,0.84,0.21,0.84
2343,0.16,0.2,0.04
2344,0.75,0.06,0.75
2349,0.41,0.08,0.41
2350,0.57,0.08,0.6
2352,,,
2353,0.15,0.04,0.15
2354,0.19,,0.19
2355,0.59,,0.59
2356,0.87,0.08,0.9
2361,0.26,0.03,0.26
2363,0.26,,0.26
2365,0.21,,0.21
2366,0.27,0.04,0.26
2370,0.31,0.02,0.32
2371,0.37,0.03,0.35
2372,0.25,0.06,0.25
2374,0.53,,0.53
2376,0.83,,0.83
2381,0.25,,0.25
2382,0.85,,0.85
2383,0.22,0.02,0.22
2385,1.0,,1.0
2386,0.29,,0.29
2387,,,
2388,0.27,0.07,0.27
2389,0.32,0.07,0.33
2390,0.94,0.01,0.94
2392,0.64,0.11,0.68
2393,0.48,0.04,0.48
2394,0.18,0.21,0.18
2396,0.26,0.03,0.27
2398,0.22,0.05,0.22
2399,0.57,0.12,0.52
2400,0.82,0.15,0.73
2401,0.5,0.04,0.5
2402,0.88,0.02,0.88
2405,,,
2406,0.12,0.16,0.12
2407,,,
2408,0.23,0.03,0.23
2410,0.3,,0.3
2411,0.59,0.1,0.64
2412,0.74,0.07,0.71
2415,0.34,0.02,0.34
2418,0.16,,0.16
2420,0.32,0.01,0.32
2422,0.36,,0.36
2425,0.47,,0.47
2427,1.0,0.0,1.0
2429,0.42,0.03,0.42
2430,0.29,,0.29
2431,0.65,0.02,0.65
2432,0.26,0.04,0.28
2438,0.12,0.01,0.12
2441,0.25,,0.25
2442,0.92,0.12,0.92
2443,0.71,0.05,0.71
2444,0.0,,0.0
2445,,,
2446,0.36,,0.36
2448,0.54,0.03,0.54
2451,0.0,0.01,0.0
2453,0.04,0.0,0.04
2454,0.39,0.09,0.41
2456,0.31,,0.31
2457,,,
2459,0.17,0.01,0.16
2460,0.02,0.04,0.02
2464,0.62,,0.62
2465,0.46,0.04,0.48
2467,0.62,,0.62
2474,0.2,0.11,0.2
2475,0.32,0.01,0.32
2476,1.0,,1.0
2477,,,
2478,0.27,,0.27
2479,0.99,0.01,0.99
2480,0.46,0.04,0.46
2482,0.25,0.03,0.25
2484,0.27,0.05,0.26
2485,0.68,0.04,0.68
2486,1.0,0.0,1.0
2487,0.28,,0.28
2488,0.13,0.07,0.13
2489,0.46,,0.46
2490,0.39,0.16,0.39
2493,0.71,0.01,0.71
2494,0.65,0.06,0.65
2495,0.52,0.02,0.52
2497,0.28,,0.28
2498,0.34,0.06,0.36
2499,,,
2501,0.45,0.0,0.45
2502,0.25,0.02,0.26
2503,0.76,0.12,0.76
2504,0.46,0.04,0.46
2507,0.52,0.06,0.52
2509,0.57,0.04,0.57
2511,0.44,0.02,0.44
2512,1.0,0.01,1.0
2513,1.0,,1.0
2514,0.95,0.04,0.94
2515,0.76,0.0,0.76
2516,0.56,0.04,0.55
2519,0.84,,0.84
2521,0.54,0.05,0.52
2523,0.13,,0.13
2524,0.56,,0.56
2525,0.37,0.03,0.38
2526,0.35,0.08,0.32
2529,0.25,0.03,0.24
2530,0.66,,0.66
2532,0.72,0.13,0.72
2533,1.0,0.0,1.0
2534,0.21,,0.21
2536,0.58,,0.58
2537,,,
2538,0.46,,0.46
2540,0.55,0.01,0.55
2541,0.22,0.03,0.23
2543,0.99,0.01,1.0
2544,0.91,0.06,0.93
2546,0.0,0.01,0.0
2548,0.34,,0.34
2549,0.55,,0.55
2554,0.74,0.29,0.74
2556,0.35,0.04,0.37
2560,0.54,0.02,0.55
2561,0.39,,0.39
2562,0.63,0.04,0.64
2564,0.72,0.08,0.72
2566,,,
2567,0.4,0.05,0.41
2568,0.25,,0.25
2569,,,
2571,0.79,,0.79
2572,0.53,0.06,0.53
2573,,,
2574,,,
2575,0.13,,0.13
2576,0.74,0.01,0.74
2578,0.69,0.14,0.7
2579,0.18,,0.18
2580,0.13,,0.13
2583,0.29,0.07,0.26
2584,0.77,,0.77
2586,0.11,0.07,0.14
2588,0.71,0.03,0.72
2589,0.7,,0.7
2591,0.73,0.03,0.73
2592,0.37,,0.37
2593,,,
2594,0.35,0.02,0.35
2595,0.2,0.02,0.2
2602,0.52,,0.52
2604,0.93,0.04,0.94
2606,0.82,0.1,0.82
2607,0.36,0.02,0.36
2608,0.24,,0.24
2609,0.69,0.09,0.66
2610,0.32,0.07,0.32
2611,,,
2613,0.23,0.1,0.27
2614,0.86,0.02,0.86
2615,0.24,0.04,0.24
2616,0.64,0.04,0.64
2618,0.26,,0.26
2619,0.65,,0.65
2620,0.81,,0.81
2621,0.54,0.03,0.54
2623,,,
2624,0.32,,0.32
2630,0.99,,0.99
2632,,,
2633,0.98,0.02,0.98
2634,0.25,,0.25
2637,1.0,,1.0
2638,0.36,,0.36
2639,,,
2641,,,
2642,1.0,0.0,1.0
2643,0.27,,0.27
2644,0.33,0.01,0.33
2649,0.46,0.06,0.46
2650,0.18,,0.18
2651,0.78,,0.78
2654,0.62,,0.62
2655,0.45,,0.45
2656,0.1,0.09,0.12
2658,0.5,0.04,0.5
2664,0.35,,0.35
2667,0.23,,0.23
2668,0.8,0.06,0.8
2671,0.85,0.06,0.84
2672,0.84,,0.84
2673,0.47,0.02,0.46
2676,0.56,0.03,0.57
2677,0.78,0.05,0.78
2678,0.55,0.03,0.56
2679,0.32,0.02,0.32
2680,,,
2681,0.38,0.11,0.38
2682,0.38,0.04,0.38
2683,0.22,0.04,0.23
2685,,,
2687,0.12,,0.12
2688,0.4,,0.4
2689,0.58,,0.58
2690,0.05,,0.05
2691,0.15,,0.15
2692,0.34,0.0,0.34
2696,,,
2698,0.3,0.04,0.3
2700,0.48,0.03,0.48
2703,0.22,0.07,0.23
2704,0.24,0.05,0.24
2708,0.51,,0.51
2711,0.27,0.06,0.27
2713,0.84,0.15,0.83
2714,0.23,,0.23
2716,0.58,0.09,0.57
2718,0.31,,0.31
2719,0.5,0.01,0.5
2720,0.3,,0.3
2721,0.98,,0.98
2722,0.97,0.03,0.97
2723,0.71,0.02,0.71
2724,0.08,0.04,0.06
2728,0.22,0.02,0.23
2731,0.33,,0.33
2732,1.0,,1.0
2735,,,
2737,1.0,0.0,1.0
2738,0.14,0.05,0.14
2745,0.38,0.02,0.38
2746,0.23,0.06,0.25
2748,0.28,0.05,0.28
2749,0.63,,0.63
2750,0.35,,0.35
2751,0.44,0.17,0.42
2752,,,
2753,0.7,0.04,0.7
2754,0.16,0.04,0.16
2758,0.32,0.05,0.32
2759,0.87,,0.87
2760,0.52,0.06,0.52
2762,0.89,0.02,0.9
2764,0.6,,0.6
2765,0.29,0.03,0.29
2766,1.0,,1.0
2767,0.16,0.13,0.16
2770,,,
2771,0.36,0.03,0.36
2772,0.65,0.07,0.63
2773,0.61,,0.61
2775,0.43,0.08,0.47
2776,0.5,0.01,0.5
2777,0.36,0.01,0.36
2780,0.14,0.02,0.14
2782,0.9,0.04,0.9
2786,0.41,0.02,0.4
2787,0.19,0.07,0.19
2788,0.12,0.08,0.16
2790,0.34,0.03,0.34
2792,0.73,,0.73
2793,0.88,0.15,0.88
2794,0.76,,0.76
2797,0.32,0.01,0.32
2800,0.24,0.01,0.24
2802,,,
2804,0.96,,0.96
2807,,,
2809,0.38,0.01,0.38
2814,,,
2817,0.36,0.05,0.36
2819,0.19,,0.19
2820,0.13,0.11,0.19
2821,0.99,,0.99
2824,0.78,0.16,0.78
2825,0.5,0.01,0.5
2828,,,
2829,0.41,,0.41
2830,0.34,0.02,0.34
2836,0.24,0.07,0.21
2837,0.27,0.01,0.26
2841,0.81,0.03,0.82
2842,,,
2843,,,
2844,1.0,0.01,1.0
2845,0.89,0.03,0.88
2846,0.4,0.05,0.41
2848,0.32,0.04,0.32
2851,0.64,0.06,0.64
2852,0.3,0.01,0.3
2854,,,
2855,0.39,0.03,0.38
2856,0.87,0.01,0.87
2857,0.66,0.03,0.65
2859,0.48,0.15,0.48
2860,0.17,0.01,0.17
2862,,,
2863,0.86,,0.86
2864,,,
2865,0.72,,0.72
2867,,,
2869,0.18,0.0,0.18
2870,0.73,0.06,0.7
2871,,,
2873,,,
2874,0.32,,0.32
2875,,,
2879,0.28,,0.28
2880,0.21,0.03,0.21
2883,0.98,0.01,0.98
2885,0.44,0.22,0.44
2886,,,
2887,0.36,0.01,0.36
2891,0.6,,0.6
2892,0.1,0.07,0.12
2893,0.88,0.08,0.88
2897,0.43,0.03,0.45
2898,0.17,0.01,0.18
2900,0.82,0.04,0.82
2901,0.68,0.01,0.68
2902,0.36,0.05,0.36
2907,0.73,,0.73
2908,0.41,0.03,0.41
2910,0.19,,0.19
2913,0.99,,0.99
2914,0.42,0.01,0.42
2915,,,
2917,,,
2922,0.35,,0.35
2923,0.18,0.01,0.18
2925,,,
2926,0.37,,0.37
2927,0.92,0.06,0.92
2928,0.3,0.06,0.3
2929,0.48,,0.48
2930,1.0,0.0,1.0
2931,0.14,0.01,0.14
2932,0.43,0.11,0.45
2933,,,
2934,0.34,,0.34
2935,0.24,,0.24
2936,0.36,,0.36
2937,0.62,,0.62
2938,0.35,0.06,0.37
2939,0.69,0.02,0.7
2943,0.21,,0.21
2946,0.37,0.03,0.36
2951,0.29,0.03,0.29
2952,0.46,0.02,0.46
2954,0.51,,0.51
2955,0.38,0.02,0.39
2956,0.57,,0.57
2959,0.58,0.07,0.58
2961,0.26,0.04,0.26
2962,0.06,0.08,0.06
2963,,,
2964,0.63,0.05,0.65
2965,0.53,0.0,0.53
2968,0.86,,0.86
2969,0.57,0.17,0.49
2970,0.27,,0.27
2972,0.27,0.05,0.26
2974,0.93,0.0,0.93
2976,0.59,0.07,0.57
2979,0.62,0.1,0.63
2982,0.85,,0.85
2983,0.3,0.02,0.3
2984,0.48,0.1,0.48
2985,0.22,0.02,0.22
2988,0.01,,0.01
2990,0.19,0.01,0.18
2991,0.3,,0.3
2992,,,
2993,1.0,0.0,1.0
2996,0.56,,0.56
2997,0.76,0.33,0.76
2998,0.28,,0.28
3003,0.29,0.02,0.29
3004,,,
3005,0.6,0.02,0.6
3010,0.22,0.1,0.2
3014,0.64,0.02,0.64
3015,0.26,0.01,0.26
3019,,,
3020,,,
3021,0.62,,0.62
3022,0.37,,0.37
3023,1.0,0.01,1.0
3025,0.03,,0.03
3027,0.4,,0.4
3029,0.15,,0.15
3031,0.83,0.03,0.84
3032,0.76,0.0,0.76
3033,0.6,0.04,0.6
3034,0.3,0.01,0.3
3035,0.72,0.02,0.72
3036,0.36,0.04,0.38
3037,0.58,0.03,0.57
3039,0.32,0.02,0.32
3040,0.23,0.04,0.23
3041,0.14,0.0,0.14
3042,0.75,,0.75
3046,0.71,,0.71
3051,0.42,0.02,0.42
3053,,,
3055,0.19,0.08,0.19
3056,0.27,,0.27
3057,0.66,0.07,0.66
3058,0.25,0.01,0.25
3064,0.33,0.06,0.33
3066,0.41,0.02,0.41
3067,1.0,0.0,1.0
3068,1.0,0.0,1.0
3069,0.28,0.04,0.3
3074,0.37,,0.37
3078,0.38,,0.38
3081,0.5,0.06,0.5
3084,0.7,0.24,0.62
3085,0.53,0.02,0.52
3086,,,
3087,0.56,,0.56
3089,0.4,0.04,0.4
3090,0.39,,0.39
3093,,,
3094,0.99,,0.99
3096,,,
3101,,,
3104,0.32,,0.32
3107,0.29,,0.29
3110,0.53,0.01,0.53
3112,0.28,0.06,0.26
3113,0.56,0.03,0.57
3114,0.2,0.04,0.19
3116,0.46,0.01,0.46
3117,0.74,0.01,0.74
3118,0.53,0.03,0.54
3120,0.53,0.03,0.52
3122,0.33,0.05,0.33
3129,0.22,,0.22
3131,,,
3132,0.87,,0.87
3134,0.52,0.01,0.52
3136,0.28,,0.28
3137,0.23,0.07,0.26
3138,0.67,0.21,0.7
3139,0.33,0.04,0.33
3145,0.42,0.09,0.42
3146,0.23,0.03,0.23
3152,0.41,,0.41
3153,0.3,0.02,0.3
3154,,,
3155,0.47,,0.47
3156,,,
3157,0.26,0.03,0.26
3158,0.52,0.08,0.52
3159,0.22,0.01,0.22
3160,0.66,,0.66
3161,0.17,0.01,0.18
3162,0.84,0.04,0.84
3163,0.25,0.1,0.3
3164,1.0,,1.0
3165,0.45,0.06,0.43
3166,0.62,,0.62
3168,0.66,0.06,0.66
3169,0.12,0.05,0.13
3170,0.35,,0.35
3174,0.54,0.03,0.56
3175,0.38,,0.38
3176,0.96,0.03,0.96
3178,1.0,0.0,1.0
3181,,,
3182,0.6,0.04,0.6
3183,0.23,0.08,0.23
3188,0.11,0.1,0.16
3190,0.23,,0.23
3191,0.6,0.04,0.59
3192,0.23,0.01,0.23
3197,0.4,0.05,0.4
3198,0.55,0.02,0.56
3200,0.26,0.02,0.25
3203,0.22,0.04,0.22
3205,0.39,,0.39
3206,0.9,0.06,0.9
3207,0.0,,0.0
3208,0.26,0.02,0.26
3209,0.64,0.08,0.63
3212,0.26,0.01,0.27
3214,0.5,,0.5
3215,0.36,0.01,0.36
3217,0.26,0.05,0.24
3218,0.26,0.05,0.25
3223,0.38,0.13,0.38
3225,0.64,,0.64
3226,0.82,,0.82
3227,0.3,,0.3
3229,0.5,0.0,0.5
3230,0.11,0.05,0.1
3232,0.18,0.13,0.18
3236,0.94,0.07,0.96
3237,0.1,0.05,0.09
3240,0.78,0.06,0.78
3242,0.7,0.05,0.72
3246,,,
3247,0.19,0.03,0.19
3248,0.42,,0.42
3250,,,
3255,0.26,0.03,0.26
3259,0.98,0.02,0.98
3260,,,
3261,0.34,0.04,0.34
3265,0.23,0.02,0.23
3267,0.37,0.01,0.37
3268,0.73,0.03,0.75
3270,0.55,,0.55
3272,0.65,,0.65
3273,0.58,0.03,0.57
3274,,,
3278,0.67,,0.67
3280,0.52,0.19,0.52
3281,0.48,0.06,0.44
3283,,,
3284,0.48,0.16,0.48
3285,0.66,0.03,0.66
3286,0.6,0.35,0.6
3288,0.8,0.01,0.8
3289,,,
3290,0.26,0.05,0.25
3291,0.44,0.14,0.44
3292,0.44,0.04,0.44
3293,0.37,0.02,0.37
3294,0.62,,0.62
3295,,,
3298,0.6,0.17,0.64
3299,0.7,0.08,0.7
3301,0.24,,0.24
3302,0.56,0.03,0.56
3304,0.32,,0.32
3306,0.31,0.01,0.31
3309,0.6,0.04,0.58
3310,0.47,,0.47
3312,0.47,0.03,0.47
3314,0.4,,0.4
3315,0.0,0.0,0.0
3316,0.93,,0.93
3318,0.84,0.19,0.94
3319,0.14,0.01,0.14
3320,0.28,,0.28
3322,0.46,0.04,0.46
3323,0.38,0.02,0.37
3324,0.28,0.04,0.29
3326,0.65,,0.65
3329,,,
3331,0.85,0.02,0.85
3332,0.33,0.01,0.33
3333,0.48,0.03,0.48
3335,0.22,0.02,0.22
3337,0.58,,0.58
3338,,,
3339,0.09,0.01,0.09
3340,,,
3341,0.65,0.07,0.65
3342,0.19,,0.19
3344,0.44,0.1,0.46
3345,0.58,0.01,0.58
3347,0.97,,0.97
3349,0.14,,0.14
3350,0.51,0.01,0.51
3351,0.53,,0.53
3354,0.43,0.04,0.43
3357,0.39,0.04,0.39
3358,0.07,0.08,0.06
3359,0.62,0.21,0.62
3360,0.18,,0.18
3362,0.97,0.03,0.96
3363,0.11,0.04,0.09
3369,0.55,,0.55
3370,0.38,0.03,0.36
3371,0.46,,0.46
3375,0.89,,0.89
3376,0.18,0.01,0.18
3380,0.24,0.05,0.24
3381,,,
3383,0.89,,0.89
3384,0.59,0.03,0.6
3386,0.77,0.33,0.77
3387,0.12,,0.12
3390,0.13,0.03,0.14
3391,1.0,0.01,1.0
3392,0.14,0.04,0.14
3393,0.62,0.07,0.62
3394,0.89,0.03,0.9
3395,0.28,0.01,0.28
3396,0.25,,0.25
3398,0.92,0.01,0.92
3399,0.37,0.11,0.33
3401,0.39,0.13,0.41
3403,0.62,0.05,0.63
3404,0.26,0.12,0.2
3406,0.52,0.01,0.52
3407,0.22,0.06,0.22
3408,1.0,,1.0
3409,0.46,,0.46
3410,0.27,0.06,0.27
3411,0.38,0.04,0.38
3412,0.33,0.03,0.31
3413,0.23,,0.23
3415,,,
3417,0.63,,0.63
3418,0.88,0.15,0.88
3419,0.87,0.02,0.87
3420,0.26,0.06,0.29
3422,0.26,,0.26
3423,0.49,,0.49
3425,0.64,0.05,0.64
3426,0.98,,0.98
3427,0.21,,0.21
3429,0.53,0.03,0.52
3431,0.35,0.06,0.38
3434,1.0,,1.0
3437,0.56,,0.56
3438,0.28,0.06,0.28
3439,0.16,0.03,0.16
3441,0.05,0.0,0.05
3444,0.23,0.03,0.23
3445,0.44,0.02,0.44
3448,0.55,0.1,0.51
3452,0.38,0.03,0.38
3453,0.94,0.02,0.94
3454,0.74,0.04,0.74
3455,0.38,0.01,0.38
3456,0.58,0.03,0.58
3457,0.32,,0.32
3458,,,
3460,0.79,0.02,0.79
3462,0.3,0.08,0.3
3463,0.23,0.03,0.22
3464,0.53,0.04,0.55
3465,0.32,0.03,0.32
3470,0.39,,0.39
3475,0.19,0.06,0.19
3476,,,
3480,0.24,0.09,0.22
3481,0.66,0.04,0.66
3483,0.14,,0.14
3484,1.0,,1.0
3485,0.66,,0.66
3488,0.47,,0.47
3489,0.56,,0.56
3491,0.33,0.06,0.33
3492,0.78,0.01,0.78
3493,0.55,0.16,0.55
3498,0.68,0.02,0.68
3499,0.99,0.01,0.99
3500,0.61,0.04,0.61
3501,0.66,0.02,0.66
3502,,,
3504,0.59,0.06,0.59
3507,0.4,0.06,0.39
3508,0.63,0.04,0.65
3511,0.38,0.05,0.39
3512,,,
3515,0.79,0.1,0.84
3516,,,
3517,0.34,,0.34
3521,1.0,,1.0
3523,0.2,0.05,0.2
3528,0.24,,0.24
3529,0.18,0.0,0.18
3531,0.42,0.1,0.42
3533,0.81,0.05,0.83
3535,0.71,,0.71
3536,0.3,0.04,0.29
3538,0.59,0.03,0.59
3539,0.7,,0.7
3540,,,
3542,0.62,0.04,0.62
3543,0.28,0.08,0.28
3544,0.54,0.06,0.52
3546,0.3,,0.3
3547,0.37,0.01,0.37
3550,0.74,0.07,0.72
3551,0.76,0.06,0.76
3552,,,
3554,0.7,0.02,0.7
3556,0.34,0.06,0.38
3562,0.33,0.03,0.33
3563,,,
3564,0.92,0.11,0.92
3566,0.66,0.01,0.66
3570,0.13,0.01,0.13
3571,0.36,0.03,0.36
3573,0.3,0.01,0.3
3574,0.7,0.01,0.7
3576,0.09,0.07,0.1
3577,0.77,0.11,0.77
3582,0.29,,0.29
3584,0.22,,0.22
3585,0.0,0.0,0.0
3591,0.66,,0.66
3593,0.52,0.04,0.52
3594,0.19,,0.19
3596,0.19,0.06,0.2
3597,0.82,0.07,0.82
3598,0.21,0.03,0.21
3600,0.36,0.05,0.37
3601,0.76,0.01,0.76
3602,0.76,0.04,0.76
3603,0.78,0.06,0.77
3605,0.25,0.04,0.24
3611,0.66,,0.66
3614,0.57,,0.57
3616,0.63,0.44,0.63
3617,0.94,0.02,0.95
3618,0.66,,0.66
3620,0.13,0.05,0.15
3622,0.86,,0.86
3624,0.6,0.03,0.6
3626,,,
3627,0.57,0.19,0.57
3628,0.8,,0.8
3629,0.54,0.03,0.56
3630,0.2,,0.2
3631,0.17,0.01,0.17
3634,,,
3636,0.21,0.06,0.21
3639,0.3,0.03,0.3
3641,0.31,,0.31
3642,0.47,0.15,0.39
3643,0.44,0.08,0.44
3645,0.43,0.03,0.45
3646,0.98,0.01,0.98
3647,0.66,0.01,0.66
3648,0.88,0.03,0.88
3649,0.88,0.05,0.86
3652,0.42,0.03,0.42
3653,0.24,0.02,0.23
3655,,,
3656,0.46,0.01,0.46
3657,0.29,0.05,0.31
3658,0.11,0.0,0.11
3660,,,
3661,0.88,,0.88
3662,0.69,,0.69
3663,0.29,,0.29
3666,0.18,,0.18
3667,0.55,0.02,0.54
3671,0.42,0.05,0.42
3673,0.34,0.04,0.34
3674,0.3,,0.3
3675,0.38,0.23,0.25
3676,0.4,0.06,0.41
3678,0.28,,0.28
3679,0.17,0.07,0.14
3681,0.25,,0.25
3684,,,
3687,0.84,0.05,0.84
3691,,,
3692,0.69,,0.69
3693,0.25,,0.25
3696,0.57,0.04,0.57
3697,0.17,0.01,0.17
3698,0.16,0.04,0.16
3699,0.3,0.01,0.3
3700,0.58,0.03,0.58
3702,0.58,0.17,0.61
3703,0.0,,0.0
3704,0.18,0.02,0.17
3706,0.27,0.04,0.27
3709,0.15,0.02,0.15
3710,,,
3711,0.34,0.03,0.33
3713,0.39,0.03,0.39
3714,0.21,0.1,0.16
3719,0.68,0.06,0.68
3720,0.82,0.08,0.8
3721,,,
3722,0.5,0.01,0.5
3725,0.68,0.02,0.68
3726,0.09,,0.09
3728,0.11,0.06,0.11
3729,0.41,,0.41
3730,0.22,0.04,0.22
3732,0.54,0.01,0.54
3736,0.44,0.11,0.48
3737,0.38,0.01,0.38
3738,0.99,,0.99
3739,0.23,0.0,0.23
3741,0.67,0.08,0.67
3743,0.49,0.04,0.49
3744,0.22,0.06,0.22
3745,,,
3747,0.35,,0.35
3749,0.32,0.03,0.33
3751,0.96,0.04,0.97
3754,0.6,0.03,0.6
3757,0.35,,0.35
3758,0.5,0.04,0.5
3759,0.3,,0.3
3761,0.25,0.13,0.31
3763,0.96,0.01,0.96
3765,0.25,0.03,0.25
3766,0.45,0.01,0.45
3768,0.3,0.01,0.3
3769,0.12,,0.12
3771,0.72,0.02,0.72
3772,,,
3773,0.38,0.0,0.38
3774,0.0,0.01,0.0
3776,0.22,0.01,0.22
3778,0.43,0.02,0.43
3779,0.36,,0.36
3780,0.76,0.04,0.76
3782,0.99,0.01,0.99
3783,0.15,0.02,0.16
3785,0.56,0.01,0.56
3787,0.35,0.04,0.36
3788,0.2,,0.2
3789,0.24,0.03,0.23
3790,0.41,0.03,0.4
3793,0.32,0.0,0.32
3794,0.15,0.07,0.15
3797,0.2,0.03,0.2
3799,,,
3800,0.86,,0.86
3801,0.0,0.0,0.0
3802,0.16,0.06,0.16
3804,,,
3805,0.29,,0.29
3807,0.48,0.03,0.48
3809,,,
3811,,,
3812,0.48,0.02,0.48
3814,0.59,0.07,0.59
3816,1.0,,1.0
3817,0.71,0.04,0.7
3818,0.44,0.08,0.44
3820,0.49,0.05,0.46
3821,0.0,0.0,0.0
3824,0.64,0.04,0.63
3830,0.28,,0.28
3831,0.53,0.03,0.52
3835,0.0,0.0,0.0
3836,0.16,0.0,0.16
3838,0.22,0.01,0.22
3839,0.14,0.12,0.14
3840,0.52,0.01,0.52
3841,0.23,0.01,0.23
3842,0.22,0.04,0.22
